project,true_star,true_watcher,true_committer,true_community,true_pdp
14678858,0,0,4,4,FALSE
14678859,1,0,2,2,FALSE
14678865,0,1,2,2,FALSE
14678873,0,0,2,2,FALSE
14678874,1,3,2,2,FALSE
14678879,0,3,2,2,FALSE
14678880,0,1,2,2,FALSE
14678883,0,0,2,2,TRUE
14678884,0,0,4,4,FALSE
14678886,0,0,2,2,FALSE
14678887,0,0,2,2,FALSE
14678888,3,0,4,4,FALSE
14678894,0,0,2,2,TRUE
14678898,0,0,2,2,TRUE
14678907,1,1,2,2,FALSE
14678908,1,1,2,2,TRUE
14678909,0,0,0,0,TRUE
14678910,2,0,2,2,FALSE
14678913,0,0,2,2,FALSE
14678914,0,0,4,4,TRUE
14678916,0,0,2,2,FALSE
14678920,1,1,2,2,TRUE
14678925,0,4,2,2,FALSE
14678927,1,1,4,4,TRUE
14678940,3,3,8,8,TRUE
14678944,1,0,2,2,TRUE
14678947,1,0,4,4,TRUE
14678948,0,2,2,4,TRUE
14678959,0,0,2,2,FALSE
14678961,0,0,2,2,FALSE
14678965,0,0,2,2,TRUE
14678966,0,0,0,0,FALSE
14678967,15,6,8,8,TRUE
14678972,0,2,2,2,TRUE
14678973,0,0,2,2,FALSE
14678981,0,0,2,2,FALSE
14678983,1,0,2,2,TRUE
14678987,0,0,2,2,FALSE
14678988,0,0,2,2,FALSE
14678992,0,0,2,2,TRUE
14678993,0,0,2,2,TRUE
14678997,4,3,0,0,TRUE
14678999,0,0,2,2,TRUE
14679000,0,0,2,2,FALSE
14679001,6,0,4,4,TRUE
14679005,0,1,2,2,TRUE
14679018,0,2,2,2,FALSE
14679022,0,0,2,2,FALSE
14679025,0,0,2,2,TRUE
14679029,0,0,2,2,FALSE
14679031,0,2,2,2,TRUE
14679038,0,0,2,2,TRUE
14679039,0,0,2,2,FALSE
14679040,0,0,2,2,FALSE
14679041,3,0,2,2,TRUE
14679044,0,0,2,2,FALSE
14679045,5,0,2,2,TRUE
14679046,0,0,2,2,TRUE
14679050,0,0,4,4,TRUE
14679055,0,0,2,2,TRUE
14679067,0,0,2,2,FALSE
14679071,0,0,2,2,TRUE
14679073,8,3,0,0,TRUE
14679075,0,0,2,2,FALSE
14679079,0,0,8,8,TRUE
14679085,0,0,2,2,TRUE
14679087,0,0,2,2,FALSE
14679088,0,0,4,4,TRUE
14679093,0,0,2,2,FALSE
14679096,0,0,2,2,FALSE
14679106,0,0,4,4,FALSE
14679109,0,0,2,2,TRUE
14679110,0,0,2,2,TRUE
14679111,1,0,2,2,TRUE
14679112,0,0,2,2,TRUE
14679113,1,0,2,2,TRUE
14679115,0,0,2,2,FALSE
14679122,0,1,2,2,FALSE
14679124,1,2,0,0,FALSE
14679127,1,0,2,2,TRUE
14679129,0,1,2,2,TRUE
14679131,0,0,2,2,TRUE
14679142,13,6,4,4,TRUE
14679143,0,0,2,2,FALSE
14679149,0,0,2,2,FALSE
14679159,2,0,2,2,TRUE
14679170,0,0,2,2,FALSE
14679184,0,4,2,2,FALSE
14679185,0,0,2,2,FALSE
14679189,0,1,2,2,FALSE
14679194,0,0,2,2,FALSE
14679195,271,37,36,36,TRUE
14679196,1,1,2,2,FALSE
14679197,1,0,2,2,TRUE
14679198,0,1,4,4,TRUE
14679205,0,0,2,2,FALSE
14679219,0,0,2,2,FALSE
14679224,0,0,2,2,TRUE
14679225,0,0,2,2,FALSE
14679226,0,0,2,2,FALSE
14679230,1,0,2,2,TRUE
14679238,0,0,2,2,FALSE
14679248,0,0,2,2,FALSE
14679256,1,0,10,10,TRUE
14679264,0,0,4,4,TRUE
14679267,1,1,8,12,TRUE
14679270,0,1,2,2,TRUE
14679280,0,0,2,2,FALSE
14679286,1,0,2,2,FALSE
14679287,0,0,2,2,FALSE
14679288,0,0,2,2,FALSE
14679290,0,0,2,2,TRUE
14679291,0,0,2,2,FALSE
14679292,0,0,4,4,FALSE
14679294,1,0,2,2,TRUE
14679295,0,1,2,2,TRUE
14679296,0,0,2,2,FALSE
14679298,0,0,4,4,FALSE
14679300,0,1,2,2,FALSE
14679308,12,15,2,2,TRUE
14679309,0,0,4,4,TRUE
14679312,0,0,4,4,FALSE
14679313,0,0,2,2,FALSE
14679315,1,0,6,6,TRUE
14679321,0,1,2,2,FALSE
14679336,0,0,6,6,FALSE
14679340,0,1,2,2,TRUE
14679345,0,0,4,4,TRUE
14679348,0,0,2,2,FALSE
14679351,0,1,2,2,TRUE
14679353,0,1,2,2,FALSE
14679355,0,0,0,0,FALSE
14679358,2,2,2,2,TRUE
14679369,0,1,4,4,TRUE
14679379,0,0,2,2,TRUE
14679390,0,0,2,2,FALSE
14679395,0,0,2,2,FALSE
14679399,0,1,2,2,FALSE
14679412,0,0,2,2,TRUE
14679414,0,0,2,2,FALSE
14679416,1,0,2,2,TRUE
14679429,0,0,2,2,TRUE
14679430,0,0,2,4,FALSE
14679431,0,0,2,2,FALSE
14679432,0,0,2,2,FALSE
14679435,0,0,0,0,TRUE
14679441,0,0,2,2,FALSE
14679454,2,0,2,2,TRUE
14679458,0,0,2,2,FALSE
14679466,0,0,2,2,FALSE
14679467,3,0,0,0,TRUE
14679471,1,0,4,4,TRUE
14679473,7,7,4,4,TRUE
14679479,0,0,2,2,TRUE
14679480,0,1,4,4,FALSE
14679483,0,0,2,2,FALSE
14679484,0,0,4,4,FALSE
14679487,0,0,2,2,FALSE
14679492,0,0,2,2,TRUE
14679499,0,0,2,2,FALSE
14679505,4,3,2,2,TRUE
14679512,0,0,2,2,FALSE
14679514,0,2,2,2,TRUE
14679518,0,0,4,4,FALSE
14679539,0,1,2,2,TRUE
14679544,1,1,2,2,TRUE
14679547,0,1,2,2,FALSE
14679549,0,0,2,2,FALSE
14679554,0,0,2,2,FALSE
14679561,1,0,4,4,TRUE
14679566,0,1,2,2,TRUE
14679570,5,0,2,2,FALSE
14679574,0,0,4,4,TRUE
14679576,1,0,2,2,TRUE
14679577,0,0,2,2,FALSE
14679581,0,1,2,2,FALSE
14679584,0,0,2,2,FALSE
14679589,0,0,2,2,TRUE
14679591,0,0,2,2,TRUE
14679594,0,0,2,2,FALSE
14679604,0,0,4,4,TRUE
14679609,0,0,2,2,FALSE
14679615,0,0,4,4,FALSE
14679624,0,0,2,2,FALSE
14679625,0,0,2,2,TRUE
14679634,0,1,0,0,TRUE
14679635,0,1,2,2,FALSE
14679636,1,1,2,2,FALSE
14679638,0,1,2,2,TRUE
14679643,0,0,2,2,FALSE
14679644,0,0,4,4,TRUE
14679645,0,0,2,2,FALSE
14679646,0,0,2,2,FALSE
14679654,0,0,2,2,FALSE
14679656,0,0,4,4,TRUE
14679657,0,2,2,2,FALSE
14679660,0,6,2,2,TRUE
14679661,0,0,2,2,FALSE
14679666,0,0,2,2,FALSE
14679667,1,1,2,2,TRUE
14679669,0,0,2,2,FALSE
14679674,0,0,4,4,TRUE
14679680,0,0,2,2,FALSE
14679681,0,1,20,22,TRUE
14679682,0,0,2,2,FALSE
14679690,0,0,2,2,TRUE
14679693,0,0,2,2,TRUE
14679711,1,0,2,4,FALSE
14679715,0,0,2,2,FALSE
14679716,0,0,2,2,FALSE
14679719,0,1,2,2,TRUE
14679724,0,0,2,2,FALSE
14679725,1,0,6,8,FALSE
14679729,0,0,2,2,FALSE
14679731,0,0,6,6,TRUE
14679732,0,0,2,2,TRUE
14679736,0,0,2,2,TRUE
14679738,0,0,4,4,TRUE
14679739,40,26,0,0,TRUE
14679740,1,0,4,4,FALSE
14679743,1,0,2,2,FALSE
14679745,0,1,2,2,FALSE
14679749,0,0,2,2,FALSE
14679757,0,0,2,2,TRUE
14679758,1,0,2,2,TRUE
14679759,0,0,2,2,FALSE
14679762,1,2,0,0,FALSE
14679764,0,1,2,2,FALSE
14679769,0,0,2,2,FALSE
14679770,0,0,2,2,FALSE
14679777,0,0,2,2,FALSE
14679778,0,0,2,2,TRUE
14679782,0,0,2,2,FALSE
14679794,0,0,2,2,FALSE
14679797,0,0,0,0,FALSE
14679799,0,0,2,2,FALSE
14679805,0,0,4,4,FALSE
14679808,0,0,4,4,TRUE
14679813,0,0,2,2,FALSE
14679818,1,0,2,2,TRUE
14679819,0,0,2,2,TRUE
14679820,0,0,2,2,TRUE
14679825,0,0,2,2,FALSE
14679830,0,0,2,2,FALSE
14679833,0,0,2,2,FALSE
14679836,0,0,2,2,FALSE
14679840,0,0,2,2,TRUE
14679841,3,6,4,4,TRUE
14679846,0,0,4,4,TRUE
14679860,0,0,2,2,FALSE
14679862,28,9,6,8,TRUE
14679869,1,0,2,2,TRUE
14679882,0,0,2,2,FALSE
14679884,0,0,4,4,FALSE
14679885,0,0,2,2,TRUE
14679891,0,0,6,6,FALSE
14679894,0,0,6,6,FALSE
14679898,0,0,4,4,FALSE
14679899,0,0,8,8,FALSE
14679903,0,0,2,2,TRUE
14679905,0,0,2,2,FALSE
14679906,0,0,2,2,TRUE
14679907,1,0,2,2,FALSE
14679911,0,1,2,2,FALSE
14679919,0,0,2,2,TRUE
14679921,0,0,2,2,FALSE
14679927,0,0,2,2,FALSE
14679931,0,0,6,6,FALSE
14679934,0,1,2,2,FALSE
14679937,0,0,2,2,FALSE
14679939,0,0,0,0,TRUE
14679942,0,1,2,2,TRUE
14679947,0,0,2,2,TRUE
14679950,1,0,4,4,FALSE
14679951,0,0,2,2,FALSE
14679957,0,0,2,2,FALSE
14679958,0,0,2,2,FALSE
14679962,2,0,2,2,TRUE
14679969,0,0,2,2,TRUE
14679970,0,1,2,2,FALSE
14679972,0,0,2,2,TRUE
14679973,0,0,2,2,TRUE
14679974,0,1,2,2,FALSE
14679975,0,1,2,2,TRUE
14679985,0,0,2,2,FALSE
14679989,0,0,2,2,FALSE
14680000,0,0,2,2,FALSE
14680001,0,0,2,2,FALSE
14680003,0,0,2,2,FALSE
14680004,3,0,2,2,TRUE
14680010,0,0,2,2,FALSE
14680011,1,1,2,2,TRUE
14680014,4,0,2,2,TRUE
14680015,0,0,2,2,FALSE
14680025,1,6,2,2,TRUE
14680031,0,0,4,4,FALSE
14680037,0,0,2,2,TRUE
14680039,0,0,2,2,TRUE
14680040,0,0,2,2,FALSE
14680043,0,0,4,4,FALSE
14680057,0,0,6,6,TRUE
14680060,1,0,2,2,TRUE
14680063,0,0,2,2,TRUE
14680064,0,0,0,0,TRUE
14680068,0,1,2,2,FALSE
14680076,0,0,4,4,TRUE
14680077,0,0,2,2,FALSE
14680078,0,0,2,2,FALSE
14680081,0,0,2,2,TRUE
14680085,0,0,2,2,FALSE
14680089,0,0,0,0,FALSE
14680123,0,0,2,2,FALSE
14680125,0,0,8,8,FALSE
14680126,0,0,2,2,FALSE
14680128,0,1,2,2,FALSE
14680134,0,0,2,2,FALSE
14680136,0,0,2,2,FALSE
14680137,81,17,2,2,TRUE
14680138,0,0,4,4,TRUE
14680144,0,0,2,2,FALSE
14680149,7,0,2,2,TRUE
14680150,0,1,2,2,FALSE
14680151,0,0,4,4,FALSE
14680152,0,0,6,6,FALSE
14680162,6,5,2,2,TRUE
14680168,0,0,2,2,TRUE
14680176,0,0,2,2,FALSE
14680182,0,0,2,2,TRUE
14680202,0,0,2,2,FALSE
14680204,4,0,2,2,TRUE
14680206,1,0,2,2,FALSE
14680209,2,1,2,2,FALSE
14680212,0,0,2,2,TRUE
14680214,0,1,2,2,TRUE
14680215,0,2,2,2,TRUE
14680217,28,21,2,2,TRUE
14680218,0,0,2,2,FALSE
14680223,0,0,2,2,FALSE
14680224,0,0,2,2,FALSE
14680228,0,0,2,2,FALSE
14680229,0,0,6,6,TRUE
14680237,0,0,0,0,FALSE
14680247,0,0,4,4,FALSE
14680250,0,0,2,2,FALSE
14680253,0,0,2,2,FALSE
14680254,2,2,0,0,TRUE
14680257,0,0,2,2,FALSE
14680272,0,1,2,2,FALSE
14680274,0,0,2,2,FALSE
14680277,0,0,2,2,FALSE
14680278,0,0,2,2,FALSE
14680280,0,1,2,2,FALSE
14680281,0,0,2,2,TRUE
14680283,0,6,0,0,TRUE
14680284,2,0,4,4,FALSE
14680297,0,0,2,2,TRUE
14680302,0,1,2,2,FALSE
14680305,0,0,2,2,FALSE
14680308,0,0,2,2,FALSE
14680309,0,1,2,2,FALSE
14680311,0,0,2,2,FALSE
14680316,0,0,2,2,TRUE
14680321,0,0,2,2,FALSE
14680323,0,1,8,8,TRUE
14680330,0,0,2,2,FALSE
14680339,0,0,2,2,FALSE
14680341,1,0,2,2,TRUE
14680343,1,2,0,0,FALSE
14680345,0,0,2,2,FALSE
14680347,0,4,2,2,FALSE
14680352,0,0,2,2,FALSE
14680354,0,0,2,2,FALSE
14680357,0,0,2,2,FALSE
14680369,0,0,2,2,FALSE
14680371,0,1,2,2,TRUE
14680380,0,0,2,2,TRUE
14680394,0,2,2,2,TRUE
14680395,0,0,2,2,TRUE
14680399,2,0,2,2,TRUE
14680409,1,0,2,2,TRUE
14680414,0,0,2,2,TRUE
14680415,0,0,2,2,TRUE
14680420,0,0,2,2,TRUE
14680421,0,0,2,2,FALSE
14680422,0,1,2,2,TRUE
14680429,20,0,2,2,TRUE
14680430,1,0,2,2,TRUE
14680434,0,0,2,2,FALSE
14680447,0,0,2,2,TRUE
14680448,2,0,4,4,TRUE
14680453,0,1,2,2,FALSE
14680463,0,0,2,2,FALSE
14680466,0,0,2,2,FALSE
14680467,0,0,2,2,FALSE
14680477,0,0,4,4,TRUE
14680478,0,0,2,2,FALSE
14680485,0,0,2,2,TRUE
14680488,0,0,2,2,FALSE
14680489,0,0,2,2,FALSE
14680490,0,0,2,2,TRUE
14680492,0,0,2,2,TRUE
14680496,0,0,2,2,FALSE
14680509,0,0,2,2,FALSE
14680511,4,3,0,0,FALSE
14680516,1,0,2,2,TRUE
14680517,0,0,6,6,TRUE
14680522,0,0,2,2,FALSE
14680523,0,1,2,2,FALSE
14680526,0,35,2,2,FALSE
14680530,8,2,2,2,FALSE
14680533,0,0,2,2,TRUE
14680537,4,0,2,2,TRUE
14680541,0,0,2,2,FALSE
14680542,0,0,4,4,FALSE
14680544,0,0,10,10,FALSE
14680547,0,0,2,2,FALSE
14680549,0,0,2,2,FALSE
14680561,2,0,4,4,TRUE
14680570,0,0,2,2,TRUE
14680576,0,0,4,4,FALSE
14680579,0,1,4,4,TRUE
14680580,0,0,2,2,TRUE
14680582,0,0,4,4,FALSE
14680591,0,0,2,2,FALSE
14680592,0,0,4,4,TRUE
14680594,0,0,2,2,FALSE
14680596,0,1,2,2,TRUE
14680598,0,0,2,2,FALSE
14680602,5,0,2,2,TRUE
14680603,0,0,2,2,FALSE
14680607,0,0,14,24,TRUE
14680609,0,0,2,2,FALSE
14680618,0,0,2,2,FALSE
14680639,0,4,0,0,TRUE
14680645,0,0,2,2,FALSE
14680646,1,0,2,2,TRUE
14680648,0,1,4,4,FALSE
14680650,1,0,2,2,FALSE
14680657,0,0,2,2,FALSE
14680662,1,0,4,4,TRUE
14680665,0,1,2,2,TRUE
14680677,0,0,2,2,FALSE
14680682,0,2,2,2,TRUE
14680683,1,1,2,2,TRUE
14680689,0,0,2,4,TRUE
14680690,0,0,4,4,FALSE
14680691,0,1,4,4,TRUE
14680692,3,1,2,2,TRUE
14680693,0,0,2,2,FALSE
14680696,0,1,0,0,TRUE
14680698,0,0,2,2,TRUE
14680699,0,0,4,4,FALSE
14680703,0,0,2,2,TRUE
14680704,22,14,0,0,FALSE
14680707,0,0,2,2,FALSE
14680731,1,0,2,2,FALSE
14680733,0,0,2,2,TRUE
14680740,0,0,4,4,FALSE
14680748,15,12,6,8,TRUE
14680756,2,0,2,2,TRUE
14680760,0,2,0,0,TRUE
14680770,1,0,2,2,FALSE
14680776,0,1,2,2,FALSE
14680782,0,2,2,2,FALSE
14680783,0,1,2,2,TRUE
14680785,1,0,2,2,TRUE
14680786,11,9,2,2,FALSE
14680788,0,0,2,2,FALSE
14680789,0,0,6,6,FALSE
14680791,0,0,2,2,FALSE
14680794,0,0,2,2,TRUE
14680795,0,0,2,2,FALSE
14680801,0,0,2,2,TRUE
14680803,0,1,4,4,TRUE
14680804,0,0,2,2,FALSE
14680805,0,1,2,2,FALSE
14680806,5,5,2,2,TRUE
14680813,1,0,2,2,FALSE
14680814,1530,1221,16,16,FALSE
14680823,0,0,2,2,TRUE
14680826,0,0,2,2,FALSE
14680829,0,0,2,2,FALSE
14680833,0,0,2,2,TRUE
14680845,1,1,2,2,TRUE
14680849,0,0,2,2,FALSE
14680856,0,1,2,2,FALSE
14680861,0,0,2,2,FALSE
14680862,0,0,4,4,TRUE
14680864,0,0,2,2,TRUE
14680865,0,1,2,2,FALSE
14680867,0,2,2,2,TRUE
14680876,1,0,2,2,TRUE
14680878,0,0,2,2,TRUE
14680883,0,0,2,2,TRUE
14680887,0,0,2,2,TRUE
14680891,0,0,2,2,FALSE
14680897,0,0,2,2,FALSE
14680901,0,0,2,2,FALSE
14680904,0,0,2,2,FALSE
14680907,0,0,2,2,FALSE
14680916,0,0,4,4,FALSE
14680921,0,0,2,2,TRUE
14680923,0,0,2,2,TRUE
14680925,0,1,4,4,FALSE
14680926,0,0,2,2,FALSE
14680929,0,0,2,2,TRUE
14680931,0,0,2,2,FALSE
14680938,0,0,2,2,FALSE
14680939,0,0,2,2,FALSE
14680942,1,0,2,2,FALSE
14680947,0,0,2,2,FALSE
14680961,0,0,2,2,TRUE
14680969,3,2,2,2,FALSE
14680970,1,0,2,2,TRUE
14680972,0,0,2,2,TRUE
14680976,0,0,2,2,FALSE
14680981,0,0,4,4,FALSE
14680986,0,0,2,2,FALSE
14680987,0,0,0,0,FALSE
14680992,0,1,2,2,FALSE
14680995,0,0,6,6,FALSE
14680997,0,0,4,4,FALSE
14681001,0,1,4,4,FALSE
14681002,0,0,2,2,FALSE
14681007,0,0,4,4,FALSE
14681014,4,5,0,0,TRUE
14681027,10,0,4,4,TRUE
14681031,0,0,2,2,FALSE
14681039,0,0,2,2,FALSE
14681045,8,0,2,2,TRUE
14681051,0,0,2,2,TRUE
14681058,0,1,2,2,FALSE
14681072,0,1,2,2,FALSE
14681083,0,0,2,2,FALSE
14681087,0,0,2,2,TRUE
14681088,0,0,6,6,TRUE
14681095,0,1,4,4,FALSE
14681097,0,0,2,2,TRUE
14681104,0,0,4,4,FALSE
14681111,0,3,2,2,FALSE
14681113,0,0,4,4,FALSE
14681115,0,0,4,4,FALSE
14681118,0,0,2,2,TRUE
14681119,0,0,0,0,TRUE
14681124,0,1,2,2,FALSE
14681125,0,1,2,2,FALSE
14681127,0,0,2,2,FALSE
14681148,0,0,2,2,FALSE
14681149,4,0,2,2,TRUE
14681154,0,0,2,2,TRUE
14681162,0,4,2,2,FALSE
14681165,0,0,2,2,FALSE
14681166,3,1,0,0,FALSE
14681177,0,0,2,2,FALSE
14681187,36,16,2,2,TRUE
14681193,0,2,2,2,FALSE
14681194,0,0,10,10,FALSE
14681195,1,1,4,4,FALSE
14681203,0,0,2,2,TRUE
14681206,1,0,2,2,TRUE
14681207,0,0,4,4,FALSE
14681208,0,0,4,4,TRUE
14681209,0,0,4,4,TRUE
14681210,0,0,2,2,TRUE
14681211,0,1,2,2,FALSE
14681215,0,0,2,2,FALSE
14681219,27,13,0,0,FALSE
14681227,0,0,2,2,FALSE
14681229,2,0,10,10,TRUE
14681233,0,1,2,2,TRUE
14681236,0,0,4,4,TRUE
14681237,0,2,2,2,TRUE
14681239,1,0,6,6,TRUE
14681246,0,5,2,2,TRUE
14681247,0,0,2,2,FALSE
14681252,5,6,4,4,TRUE
14681255,0,0,2,2,FALSE
14681256,0,0,2,2,FALSE
14681257,0,0,4,4,TRUE
14681262,3,3,0,0,TRUE
14681263,0,1,4,4,FALSE
14681266,0,0,2,2,TRUE
14681276,0,0,2,2,TRUE
14681280,0,1,6,6,FALSE
14681281,0,0,2,2,FALSE
14681294,0,0,2,2,TRUE
14681297,0,0,0,0,TRUE
14681298,0,0,2,2,FALSE
14681302,0,0,2,2,FALSE
14681312,1,1,0,0,TRUE
14681325,1,0,2,2,FALSE
14681327,0,0,2,2,FALSE
14681330,0,0,10,10,TRUE
14681334,0,0,2,2,TRUE
14681335,0,0,2,2,TRUE
14681337,0,0,6,8,TRUE
14681339,0,0,2,2,FALSE
14681342,0,0,2,2,FALSE
14681344,0,1,0,0,FALSE
14681345,0,0,2,2,FALSE
14681352,0,0,2,2,FALSE
14681360,0,0,2,2,TRUE
14681362,0,0,2,2,TRUE
14681373,0,0,2,2,FALSE
14681377,0,0,2,2,FALSE
14681380,0,0,2,2,FALSE
14681392,0,0,2,2,FALSE
14681394,0,0,2,2,TRUE
14681401,0,0,4,4,TRUE
14681403,0,0,2,2,TRUE
14681404,0,1,2,2,FALSE
14681414,10,6,4,4,TRUE
14681418,0,1,2,2,FALSE
14681421,1,0,2,2,TRUE
14681427,0,0,2,2,TRUE
14681429,1,1,2,2,TRUE
14681438,0,0,2,2,FALSE
14681445,8,1,2,2,TRUE
14681453,0,0,2,2,TRUE
14681459,0,0,2,2,FALSE
14681462,0,0,2,2,TRUE
14681466,0,0,4,4,FALSE
14681474,0,1,0,0,FALSE
14681476,0,0,2,2,FALSE
14681482,0,0,2,2,FALSE
14681484,0,0,2,2,TRUE
14681495,0,0,2,2,TRUE
14681503,0,0,4,4,TRUE
14681504,0,0,2,2,FALSE
14681506,0,0,6,6,TRUE
14681510,0,0,2,2,FALSE
14681514,0,0,2,2,FALSE
14681515,0,2,2,2,FALSE
14681517,0,0,2,2,FALSE
14681520,14,0,2,2,TRUE
14681521,0,0,4,4,TRUE
14681526,0,1,2,2,TRUE
14681541,1,0,4,4,TRUE
14681544,0,0,2,2,FALSE
14681547,0,0,2,2,FALSE
14681568,0,0,2,2,FALSE
14681572,0,0,6,6,TRUE
14681576,0,0,2,2,FALSE
14681582,0,0,2,2,FALSE
14681584,0,0,2,2,FALSE
14681589,0,0,2,2,FALSE
14681594,0,0,2,2,FALSE
14681599,0,0,2,2,FALSE
14681602,0,0,2,2,TRUE
14681603,0,0,2,2,TRUE
14681606,0,0,2,2,FALSE
14681610,0,1,0,0,FALSE
14681614,0,0,6,6,TRUE
14681619,0,0,0,0,TRUE
14681621,1,0,2,2,TRUE
14681633,1,0,2,2,TRUE
14681634,0,30,2,2,TRUE
14681641,0,0,2,2,TRUE
14681646,0,0,2,2,TRUE
14681647,0,0,2,2,FALSE
14681651,0,0,2,2,FALSE
14681652,0,0,2,2,TRUE
14681657,0,0,2,2,TRUE
14681660,0,0,2,2,FALSE
14681677,0,0,2,2,FALSE
14681680,0,0,2,2,FALSE
14681690,0,2,2,2,FALSE
14681699,0,1,2,2,TRUE
14681703,0,0,2,2,FALSE
14681709,0,0,2,2,FALSE
14681712,0,0,2,2,FALSE
14681714,0,0,2,2,FALSE
14681723,97,0,4,4,TRUE
14681724,0,1,2,2,TRUE
14681726,0,0,2,2,TRUE
14681727,0,0,2,2,FALSE
14681728,0,0,2,2,FALSE
14681733,0,0,2,2,TRUE
14681734,0,0,2,2,TRUE
14681736,0,0,2,2,TRUE
14681748,0,0,2,2,FALSE
14681762,2,2,4,4,TRUE
14681765,0,0,4,4,FALSE
14681766,0,0,4,4,FALSE
14681770,0,0,2,2,FALSE
14681771,0,0,2,2,TRUE
14681772,0,0,2,2,FALSE
14681776,0,0,2,2,TRUE
14681778,1,1,2,2,FALSE
14681779,0,1,2,2,FALSE
14681782,0,1,2,2,FALSE
14681784,0,0,2,2,FALSE
14681792,0,0,4,4,TRUE
14681794,1,0,2,2,FALSE
14681799,0,0,2,2,FALSE
14681804,0,0,2,2,FALSE
14681806,0,1,2,2,FALSE
14681808,0,0,8,8,TRUE
14681811,0,0,2,2,FALSE
14681816,0,0,2,2,FALSE
14681817,0,0,4,4,TRUE
14681819,0,0,4,4,TRUE
14681823,4,5,2,2,TRUE
14681829,0,0,2,2,FALSE
14681835,1,10,4,4,TRUE
14681838,0,1,2,2,FALSE
14681841,2,0,2,2,TRUE
14681845,0,0,2,2,TRUE
14681847,0,0,2,2,FALSE
14681857,0,0,2,2,TRUE
14681858,0,0,2,2,FALSE
14681860,0,0,2,2,TRUE
14681862,2,0,2,2,FALSE
14681865,0,1,4,4,FALSE
14681866,0,0,2,2,TRUE
14681869,0,0,2,2,FALSE
14681871,0,0,2,2,FALSE
14681873,0,0,22,22,FALSE
14681874,0,83,4,4,TRUE
14681896,1,1,0,0,TRUE
14681900,0,0,2,2,TRUE
14681911,1,0,2,2,TRUE
14681917,0,0,2,2,FALSE
14681921,0,4,2,2,FALSE
14681922,1,0,2,2,FALSE
14681926,6,3,10,10,TRUE
14681928,0,0,2,2,FALSE
14681932,2,0,2,2,TRUE
14681940,0,1,2,2,TRUE
14681941,0,0,4,4,FALSE
14681942,0,0,2,2,FALSE
14681963,0,0,2,2,TRUE
14681965,0,0,0,0,FALSE
14681969,0,0,2,2,FALSE
14681970,0,2,2,2,FALSE
14681978,0,0,2,2,TRUE
14681980,0,0,2,2,FALSE
14681982,0,0,0,0,FALSE
14681986,0,1,2,2,FALSE
14681990,0,0,2,2,TRUE
14681994,0,3,2,2,TRUE
14681998,1,1,0,0,TRUE
14682000,0,0,4,4,FALSE
14682004,0,0,2,2,FALSE
14682006,0,1,2,2,FALSE
14682012,0,1,2,2,FALSE
14682013,0,0,2,2,FALSE
14682017,0,0,2,2,FALSE
14682020,0,0,2,2,FALSE
14682021,0,0,2,2,FALSE
14682022,1,0,2,2,TRUE
14682024,2,0,2,2,FALSE
14682026,0,0,0,0,FALSE
14682030,0,1,2,2,FALSE
14682036,0,1,2,2,FALSE
14682039,0,2,2,2,TRUE
14682040,0,1,2,2,FALSE
14682041,0,1,2,2,FALSE
14682047,0,0,2,2,FALSE
14682049,0,1,2,2,FALSE
14682051,0,1,2,2,FALSE
14682052,0,2,2,2,TRUE
14682053,1,2,2,2,FALSE
14682064,0,2,2,2,TRUE
14682068,0,0,2,2,TRUE
14682075,0,11,2,2,FALSE
14682078,0,0,2,2,FALSE
14682079,0,0,2,2,FALSE
14682083,0,0,2,2,TRUE
14682086,0,1,2,2,TRUE
14682087,0,0,2,2,FALSE
14682088,0,0,2,2,FALSE
14682093,0,0,4,4,TRUE
14682096,0,0,2,2,TRUE
14682097,0,0,2,2,TRUE
14682098,0,0,2,2,TRUE
14682099,0,0,2,2,FALSE
14682100,4,1,2,2,TRUE
14682102,1,0,6,6,TRUE
14682105,0,0,2,2,TRUE
14682106,0,0,2,2,TRUE
14682107,5,2,6,6,TRUE
14682109,0,1,2,2,FALSE
14682111,0,0,4,4,TRUE
14682114,0,0,2,2,TRUE
14682131,0,1,2,2,TRUE
14682134,0,1,2,2,TRUE
14682143,97,2,2,2,TRUE
14682148,0,0,4,4,FALSE
14682152,0,0,2,2,FALSE
14682155,0,0,2,2,TRUE
14682156,78,4,0,0,TRUE
14682158,1,1,4,4,TRUE
14682160,1,2,2,2,FALSE
14682163,0,1,2,2,FALSE
14682167,0,1,2,2,FALSE
14682173,1,0,2,2,FALSE
14682179,2,0,2,2,TRUE
14682183,0,0,2,2,FALSE
14682186,0,0,2,2,FALSE
14682188,0,0,2,2,TRUE
14682189,0,1,2,2,FALSE
14682193,0,0,2,2,FALSE
14682196,1,0,2,2,FALSE
14682207,1,2,0,0,TRUE
14682211,0,0,2,2,TRUE
14682220,0,0,2,2,FALSE
14682223,1,0,2,2,FALSE
14682226,0,0,2,2,FALSE
14682231,0,0,4,4,TRUE
14682232,0,0,6,6,FALSE
14682233,0,0,2,2,FALSE
14682237,0,0,0,0,TRUE
14682247,0,1,2,2,FALSE
14682250,1,0,2,2,TRUE
14682252,0,0,2,2,TRUE
14682254,0,0,2,2,TRUE
14682256,0,1,4,4,FALSE
14682260,0,0,2,2,FALSE
14682263,1,0,2,2,TRUE
14682266,0,0,2,2,FALSE
