project,true_star,true_watcher,true_committer,true_community,true_pdp
186842,3,0,3,3,FALSE
1869070,1,1,1,1,TRUE
1869876,2,1,2,2,FALSE
1874040,9,5,3,3,TRUE
1875254,8,7,3,3,TRUE
1879830,0,0,1,1,FALSE
188036,2,1,5,5,TRUE
1880389,0,0,1,1,FALSE
1880522,6,5,1,1,TRUE
1880549,1,0,1,2,FALSE
1881740,0,0,1,7,TRUE
1882113,3,2,1,1,TRUE
1882821,18,11,1,1,FALSE
1883318,2,1,1,1,TRUE
188471,5,3,1,1,TRUE
1885160,1,1,4,22,TRUE
18854374,21,16,5,7,TRUE
188597,38,17,3,6,TRUE
18874625,3,5,3,249,TRUE
1888703,12,7,1,5,TRUE
1891526,18,11,2,7,TRUE
189238,0,0,2,2,FALSE
1893788,12,7,1,1,TRUE
18962265,0,0,2,2,FALSE
1896932,2,3,3,3,TRUE
1897750,1,0,1,1,TRUE
1900050,4,1,1,2,TRUE
19014542,1,0,1,1,FALSE
19025,32,12,6,7,TRUE
1905739,1,1,1,1,FALSE
19068,12,11,2,4,TRUE
190973,4,2,1,1,FALSE
1909881,1,0,2,3,TRUE
1910778,0,1,4,4,FALSE
1910808,1,0,2,2,TRUE
191361,2,3,8,9,TRUE
1913856,1,0,1,1,TRUE
1914445,6,3,2,2,TRUE
1914831,5,2,2,2,FALSE
19149288,0,0,1,1,TRUE
19154055,0,0,1,1,TRUE
1916727,24,23,1,1,TRUE
191824,62,50,4,7,TRUE
1919489,2,0,4,4,TRUE
1919861,2,1,1,1,TRUE
192059,128,97,6,12,TRUE
1920843,1,1,1,1,TRUE
1922839,1,1,1,1,FALSE
1924046,5,3,1,1,TRUE
1924617,1,1,2,2,TRUE
1924877,5,3,1,1,TRUE
1929174,3,3,3,3,FALSE
1929278,1,0,1,2,TRUE
19294,12,11,1,1,FALSE
193139,208,124,10,16,TRUE
1931925,2,2,1,1,FALSE
1932086,17,10,4,4,FALSE
19324,29,24,2,2,TRUE
1932409,61,14,2,2,TRUE
1933446,3,1,1,1,TRUE
19347318,0,0,10,10,TRUE
19347769,1,0,1,1,FALSE
1935329,3,0,2,2,TRUE
1935945,3,3,2,2,TRUE
1938706,1,0,1,1,TRUE
19390,35,26,1,1,TRUE
1939246,2,1,1,1,TRUE
1939766,4,3,2,2,TRUE
1940140,28,27,8,10,TRUE
1940164,1,1,1,1,TRUE
1940387,1,1,1,1,TRUE
194342,26,19,3,3,TRUE
1943911,1,1,3,3,TRUE
1944062,1,1,2,2,TRUE
1944096,0,0,2,2,TRUE
1945885,2,2,1,1,TRUE
19487404,0,0,1,1,FALSE
194969,8,0,2,2,TRUE
1950098,8,9,2,2,TRUE
1951357,1,1,4,4,FALSE
1951888,8,5,2,4,TRUE
195306,6,4,2,2,FALSE
195796,52,53,4,7,TRUE
1959958,18,5,1,1,TRUE
1961541,6,3,5,7,TRUE
19615437,3,3,2,2,TRUE
1962549,2,2,1,1,TRUE
19633402,2,1,1,1,FALSE
1963539,1,0,6,6,TRUE
19645482,0,0,1,1,TRUE
1964958,1,1,1,1,FALSE
196541,4,0,3,3,FALSE
1965474,32,25,4,4,TRUE
1966362,0,0,1,1,TRUE
196651,8,3,2,2,TRUE
196675,3,2,3,3,FALSE
1967839,26,22,4,4,TRUE
19714776,21,0,5,5,TRUE
19721,193,135,8,25,TRUE
19730,231,131,28,44,FALSE
197334,1,0,1,1,TRUE
1978974,1,1,1,1,FALSE
1980681,2,1,3,3,TRUE
1981272,2,0,1,1,TRUE
1983249,1,0,1,1,FALSE
198397,22,18,1,3,FALSE
1988757,14,14,11,12,TRUE
1990756,12,6,1,1,TRUE
1991492,0,0,7,8,FALSE
19915921,0,0,1,1,TRUE
1991648,1,1,1,2,TRUE
19916886,0,0,17,19,TRUE
199197,29,26,1,1,TRUE
19926031,0,0,2,27,FALSE
199275,20,21,18,26,TRUE
1993878,5,0,0,0,TRUE
199620,144,124,10,20,TRUE
199651,1,1,4,4,FALSE
19974260,4,1,1,2,FALSE
19979832,0,0,2,2,TRUE
199836,91,73,25,25,FALSE
200350,772,326,153,275,TRUE
2004165,34,17,30,42,TRUE
2004196,8,3,2,2,TRUE
2004824,6,1,9,9,TRUE
200621,54,43,8,9,TRUE
2008527,1,2,1,2,TRUE
201269,10,7,6,7,TRUE
201292,105,44,2,5,FALSE
2016629,3,4,2,2,TRUE
20243712,1,1,2,2,TRUE
202862,5,1,2,2,TRUE
203118,3,3,1,1,FALSE
203312,37,27,4,6,TRUE
20345642,0,0,3,3,TRUE
20346037,0,1,3,3,FALSE
20346113,0,0,3,3,TRUE
203645,19,9,6,6,TRUE
20378072,0,0,2,2,TRUE
203817,3,2,6,7,TRUE
2039540,19,16,13,14,TRUE
20398298,2,1,1,1,FALSE
204192,3,2,2,2,TRUE
204318,4,3,3,3,TRUE
204695,59,52,8,15,TRUE
204798,49,36,4,4,TRUE
204869,13,12,8,12,TRUE
205090,20,8,3,3,TRUE
205098,49,39,8,8,TRUE
205134,15,12,8,10,TRUE
205645,30,27,9,11,TRUE
20600593,0,0,2,2,FALSE
20609528,2,2,1,1,TRUE
206166,9,7,3,3,FALSE
206244,6,2,1,1,TRUE
206535,4,4,1,1,TRUE
20666803,0,0,2,2,TRUE
20674846,0,0,3,3,FALSE
206975,220,95,5,10,TRUE
207023,6,5,5,6,FALSE
207563,10,11,1,1,TRUE
207632,10,4,1,1,TRUE
207907,5,0,3,3,TRUE
208042,11,12,1,1,TRUE
208374,5,3,2,2,FALSE
208610,124,97,5,5,FALSE
208917,1,2,3,3,TRUE
208979,29,26,2,3,TRUE
20939,110,105,8,45,TRUE
209488,19,19,1,1,TRUE
20957782,1,0,1,1,TRUE
209691,13,12,13,15,TRUE
20969547,0,0,1,1,TRUE
209975,0,0,4,4,FALSE
2105476,23,8,4,4,FALSE
210569,1,1,2,2,TRUE
210691,1,1,1,1,TRUE
210742,94,74,31,48,TRUE
2108054,6,4,1,1,TRUE
211074,58,13,3,4,TRUE
212363,3,0,4,4,FALSE
212368,1,0,3,3,TRUE
212441,2,1,2,2,TRUE
212764,12,11,10,11,TRUE
212876,32,18,6,8,TRUE
21290997,3,1,1,1,TRUE
21398673,1,1,1,1,TRUE
2144474,1,0,2,2,TRUE
2144845,2,2,1,1,TRUE
21449654,1,0,1,1,TRUE
2145039,5,3,1,1,TRUE
2145084,4,1,2,2,TRUE
2145213,5,1,1,1,FALSE
2145273,4,3,1,1,FALSE
2145369,3,2,1,1,TRUE
2145373,2,1,2,2,TRUE
2145480,9,3,1,1,TRUE
2145501,2,0,1,1,FALSE
2145529,9,10,1,1,TRUE
2145752,19,10,1,1,TRUE
2145823,1,1,1,1,FALSE
2145838,4,0,1,1,FALSE
2145887,1,0,1,1,FALSE
21459439,7,2,1,1,TRUE
2145968,3,1,2,2,FALSE
2146077,16,15,1,1,TRUE
2146147,14,11,2,2,TRUE
2146205,3,3,2,2,TRUE
2146210,5,5,1,1,TRUE
2146275,2,3,2,2,TRUE
2146599,2,1,3,3,TRUE
2146628,3,1,1,1,TRUE
2146640,3,2,1,1,TRUE
2146643,2,0,1,1,TRUE
2146659,3,3,1,1,FALSE
2146672,17,13,3,3,TRUE
2146799,4,3,1,1,TRUE
2146821,3,1,1,1,TRUE
2146875,0,2,1,1,FALSE
2146969,4,1,3,3,TRUE
2147654,101,46,8,11,FALSE
2147832,5,1,2,2,TRUE
2147874,5,1,3,3,FALSE
2147915,3,1,1,1,TRUE
2148012,4,4,1,1,FALSE
2148134,3,2,2,2,TRUE
2148170,11,3,11,11,TRUE
2148315,8,3,5,5,TRUE
2148470,0,1,1,1,TRUE
2148489,4,3,1,1,FALSE
2148511,2,1,1,2,FALSE
2148530,9,6,1,1,TRUE
2148724,3,2,3,3,FALSE
2148738,1,0,1,1,FALSE
2148744,1,0,3,3,TRUE
214877,21,11,2,4,TRUE
2148823,6,1,1,1,FALSE
2148985,54,45,4,5,FALSE
2149148,3,2,1,1,TRUE
2149712,10,4,1,1,TRUE
2149797,54,2,9,9,TRUE
2150291,5,4,1,1,TRUE
2150384,3,2,4,4,TRUE
2150608,1,0,1,1,FALSE
2150643,11,7,1,1,TRUE
2150685,1,0,1,1,TRUE
2150758,3,0,2,2,TRUE
215083,59,24,7,15,TRUE
21512,1406,312,12,25,TRUE
2151822,1,0,7,7,TRUE
2152905,1,0,1,1,TRUE
2152920,3,0,2,2,TRUE
2152945,8,5,1,19,TRUE
2153144,3,1,1,2,TRUE
21533117,0,0,1,1,FALSE
2153957,4,2,1,1,FALSE
2155163,1,0,1,1,TRUE
21554086,0,0,2,2,FALSE
2156611,11,4,3,3,TRUE
215824,10,7,3,3,TRUE
21585837,0,0,2,2,FALSE
21590570,1,1,3,3,TRUE
21639,25,9,1,1,TRUE
216464,4,4,1,1,FALSE
2165022,1,0,1,1,TRUE
2165214,22,22,28,28,TRUE
2165392,39,30,1,1,TRUE
2166436,2,1,1,1,TRUE
2167768,0,0,5,6,FALSE
2167782,39,33,4,8,TRUE
2168672,1,0,1,1,FALSE
2168930,3,3,1,1,TRUE
2169181,0,0,2,2,TRUE
2169385,1,0,2,2,TRUE
21695210,0,0,2,2,TRUE
2169903,15,1,2,2,TRUE
2169918,3,1,1,1,TRUE
2170263,1,0,1,1,TRUE
2171153,2,1,1,1,FALSE
2171162,2,1,2,2,TRUE
2171287,8,6,1,1,FALSE
2171547,1,0,1,1,TRUE
2171774,495,337,72,85,FALSE
2172444,71,17,1,1,FALSE
2172490,13,11,2,2,FALSE
2173711,1,0,1,1,TRUE
217414,8,7,1,1,TRUE
2174534,1,0,3,10,FALSE
2175241,1,1,2,2,TRUE
217734,22,13,3,3,TRUE
217834,0,0,1,2,TRUE
217961,4,3,1,2,FALSE
2180066,1,0,1,1,TRUE
2180369,2,0,2,2,FALSE
2181318,4,5,3,3,TRUE
2181718,2,0,1,1,TRUE
218334,15,11,1,1,TRUE
2187813,2,0,2,2,FALSE
218987,109,90,5,8,TRUE
219169,18,16,3,4,TRUE
2194573,2,0,1,1,TRUE
2194639,5,2,1,1,TRUE
2194704,20,15,2,3,TRUE
2194983,2,1,1,1,TRUE
2195494,2,2,1,1,TRUE
2195614,3,2,1,1,TRUE
2195618,9,4,1,1,TRUE
2195630,3,3,1,1,TRUE
2195874,4,3,2,2,TRUE
2195878,6,4,1,1,TRUE
2195927,8,8,2,2,TRUE
2196008,8,0,1,1,TRUE
2196164,4,2,2,2,TRUE
2196486,2,1,3,3,FALSE
2196505,4,2,1,1,TRUE
2196622,8,7,8,9,TRUE
2196903,13,11,1,1,TRUE
2197106,47,26,2,3,TRUE
2197139,8,5,2,2,FALSE
2197141,3,1,2,2,TRUE
2197334,5,3,1,1,FALSE
2197394,2,1,1,1,TRUE
2197420,3,2,2,2,TRUE
2197896,10,12,2,2,TRUE
2197898,5,4,1,1,TRUE
2197998,7,1,2,2,TRUE
2198134,4,3,1,1,TRUE
2198273,9,2,3,3,TRUE
2198538,5,3,1,1,FALSE
2198696,4,1,3,3,TRUE
2198716,2,1,1,1,TRUE
2199044,6,4,3,3,FALSE
2199076,2,1,1,1,TRUE
21992820,0,0,1,1,TRUE
2199391,2,1,1,1,TRUE
2199474,11,5,1,1,TRUE
2199652,2,1,2,3,TRUE
2200002,2,2,2,2,FALSE
2200007,9,8,1,1,FALSE
2200133,3,2,1,1,TRUE
2200185,2,1,1,1,TRUE
2200268,2,0,1,1,TRUE
2200508,12,6,1,1,TRUE
2200647,3,2,1,1,FALSE
2200712,2,1,1,1,TRUE
2201593,16,11,1,1,TRUE
2201642,4,1,1,1,TRUE
2201657,4,3,1,1,TRUE
2201705,9,2,1,1,TRUE
2201845,20,13,1,1,TRUE
2201917,1,1,1,1,FALSE
2202096,7,7,7,7,TRUE
2202651,3,2,1,1,TRUE
2202783,5,2,1,1,FALSE
2202863,6,2,1,1,TRUE
2202948,2,4,1,1,FALSE
2203174,1,1,1,1,TRUE
2203778,7,5,1,1,TRUE
2204109,1,1,1,1,TRUE
2204209,4,4,1,1,TRUE
2204255,14,3,3,3,TRUE
2204462,26,11,3,3,TRUE
2204640,4,3,3,5,FALSE
2204828,9,4,2,2,TRUE
2204899,3,2,1,1,TRUE
2205233,4,4,1,1,FALSE
2205280,2,1,1,1,TRUE
2205302,2,2,1,1,TRUE
2205481,1,2,1,1,TRUE
22057176,22,16,9,11,TRUE
2205811,2,1,1,1,FALSE
2206160,3,0,1,1,TRUE
2206196,32,7,2,2,FALSE
22065,40,26,4,5,TRUE
2206686,29,22,3,3,TRUE
2207142,20,6,2,3,TRUE
2207307,4,2,1,1,TRUE
2207839,4,2,1,1,TRUE
220784,20,3,15,15,FALSE
2207903,5,3,3,3,TRUE
2208192,5,2,1,1,TRUE
2208413,17,13,3,7,TRUE
2208767,15,14,4,4,TRUE
2208801,6,4,3,3,TRUE
2208965,2,1,2,2,FALSE
2208975,3,1,2,2,TRUE
220918,1,0,3,3,TRUE
220921,1,2,1,1,TRUE
2209509,2,1,2,2,TRUE
2209659,2,1,1,1,TRUE
2210364,8,3,1,1,TRUE
2210789,3,2,2,2,TRUE
22112466,321,7,5,47,TRUE
2211266,9,2,2,2,TRUE
2212499,1,1,1,1,TRUE
2212874,32,15,5,7,TRUE
2213204,5,3,1,1,TRUE
2213332,8,6,1,1,TRUE
2213552,3,1,1,1,TRUE
2213623,8,3,1,1,FALSE
221375,5,1,2,2,TRUE
2213908,8,5,1,1,FALSE
22140,44,12,1,1,TRUE
2214053,3,2,1,1,TRUE
2214944,21,22,2,7,TRUE
2215310,3,2,1,1,FALSE
2215500,11,5,3,3,FALSE
2216116,3,2,1,1,FALSE
2216963,2,1,1,1,FALSE
2217137,2,1,3,3,FALSE
2217749,5,3,1,1,TRUE
2217897,3,2,4,4,FALSE
2217988,10,1,0,0,TRUE
2218003,1,1,1,1,TRUE
2218249,7,4,1,1,FALSE
2218362,6,3,1,1,TRUE
22188306,3050,647,108,148,TRUE
2219023,4,3,1,1,TRUE
2219854,4,2,1,1,TRUE
22198800,1,0,2,2,FALSE
2219932,2,1,3,3,TRUE
2220554,19,5,1,1,TRUE
2221382,2,2,1,1,TRUE
2221818,7,4,1,1,TRUE
22225274,207,104,51,58,TRUE
2222634,5,2,1,1,TRUE
2222695,2,3,1,1,TRUE
2222700,4,4,1,1,TRUE
2222914,6,4,1,1,TRUE
2223253,2,1,1,1,TRUE
2223527,13,1,2,2,TRUE
222373,22,15,2,2,TRUE
2223848,3,2,2,3,TRUE
2223879,4,2,1,1,TRUE
2224582,6,5,2,3,TRUE
2224763,5,4,3,3,TRUE
2224784,5,1,4,4,TRUE
2225379,2,1,1,1,TRUE
2225493,16,4,1,1,FALSE
2225535,4,1,1,1,TRUE
2225608,2,1,2,2,TRUE
2225653,2,2,1,1,FALSE
2225654,5,0,1,1,TRUE
2225667,1,1,1,1,TRUE
2225686,4,1,1,1,FALSE
2225691,9,6,1,1,TRUE
2225711,3,2,1,1,FALSE
2225718,6,4,1,1,TRUE
2225740,11,5,1,1,FALSE
2225741,3,2,2,2,TRUE
2225755,2,1,1,1,TRUE
2225760,2,1,1,1,TRUE
2225780,11,3,1,1,TRUE
2225782,2,1,2,2,TRUE
2225790,2,1,1,1,TRUE
2225817,7,3,1,1,TRUE
2225829,7,1,1,1,TRUE
2225841,2,1,1,1,FALSE
2225885,12,7,1,1,TRUE
2225897,0,2,2,2,TRUE
2225941,11,6,1,1,TRUE
2225944,1,1,1,1,TRUE
2225964,3,2,1,1,TRUE
2225973,6,3,3,3,TRUE
2225981,3,2,1,1,TRUE
2226002,2,2,2,2,TRUE
2226015,25,1,14,14,FALSE
2226017,5,4,1,1,FALSE
2226038,31,24,1,1,TRUE
2226049,2,1,1,1,TRUE
2226113,6,4,1,1,TRUE
2226121,4,1,2,2,TRUE
2226134,3,2,1,1,TRUE
2226137,9,2,1,1,TRUE
2226148,7,2,1,1,FALSE
2226151,2,1,1,1,FALSE
2226153,6,4,1,1,TRUE
2226186,9,4,3,3,TRUE
2226189,6,4,1,1,TRUE
2226191,2,1,2,3,TRUE
2226209,6,3,1,1,TRUE
2226216,2,1,2,2,TRUE
2226223,2,1,1,1,TRUE
2226271,0,0,1,1,FALSE
2226300,2,1,2,2,TRUE
2226304,0,0,2,2,TRUE
2226314,2,1,2,2,TRUE
2226315,2,1,1,1,FALSE
2226330,5,7,1,1,TRUE
2226335,2,2,3,3,FALSE
2226336,3,1,2,2,TRUE
2226342,4,2,5,5,FALSE
2226356,1,1,2,2,FALSE
2226364,27,18,1,1,TRUE
2226369,2,1,1,1,TRUE
2226370,7,4,1,1,FALSE
2226380,0,0,1,1,TRUE
2226384,3,2,2,3,FALSE
2226403,3,1,2,2,TRUE
2226404,3,2,1,2,TRUE
2226410,2,2,1,1,FALSE
2226422,17,6,1,1,TRUE
2226423,14,7,1,1,FALSE
2226432,2,1,1,1,FALSE
2226439,1,0,2,2,TRUE
2226462,2,1,2,2,TRUE
2226488,2,1,1,1,TRUE
2226489,10,5,2,5,FALSE
2226494,3,1,1,1,FALSE
2226504,2,1,2,2,TRUE
2226516,3,1,1,1,TRUE
2226567,7,4,2,3,FALSE
2226583,3,2,1,1,TRUE
2226585,23,18,2,2,FALSE
2226586,1,1,1,1,FALSE
2226605,2,1,1,1,FALSE
2226612,4,3,1,1,TRUE
2226628,13,8,5,6,TRUE
2226636,3,2,1,1,TRUE
2226644,3,2,2,2,TRUE
2226646,2,1,1,1,FALSE
2226653,5,2,1,1,FALSE
2226665,2,2,1,1,TRUE
2226680,6,2,8,8,TRUE
2226695,5,1,3,3,TRUE
2226716,1,2,1,1,FALSE
2226723,1,1,1,2,TRUE
2226726,1,1,4,4,TRUE
2226732,1,1,2,2,FALSE
2226739,3,0,3,3,TRUE
2226750,2,0,1,1,FALSE
2226751,4,2,2,2,TRUE
2226761,3,2,2,2,TRUE
2226772,0,0,2,2,TRUE
2226781,5,3,1,2,FALSE
2226783,18,11,1,1,TRUE
2226789,5,4,1,2,FALSE
2226793,2,1,1,1,TRUE
2226797,3,1,1,1,TRUE
2226828,5,3,1,1,FALSE
2226852,2,0,2,2,TRUE
2226906,2,1,1,1,TRUE
2226938,6,2,1,1,TRUE
2226951,3,2,1,1,TRUE
2226954,3,3,1,1,TRUE
2226985,3,1,1,1,FALSE
2227017,13,8,1,1,FALSE
2227034,3,2,1,1,TRUE
2227062,3,2,1,1,TRUE
2227161,2,1,1,1,TRUE
2227203,4,3,1,1,FALSE
2227241,6,0,3,3,TRUE
2227254,1,0,1,1,TRUE
2227263,2,1,3,3,TRUE
2227276,3,3,2,2,FALSE
2227282,5,5,1,1,FALSE
2227310,2,1,1,1,TRUE
2227311,4,2,1,1,FALSE
2227336,8,3,1,1,TRUE
2227340,2,1,3,3,TRUE
2227508,3,1,1,1,TRUE
2227554,2,1,1,1,TRUE
2227566,2,1,1,1,FALSE
2227611,5,1,5,5,TRUE
2227731,3,1,1,1,TRUE
2227769,4,1,1,1,TRUE
2227798,4,1,2,2,TRUE
2227800,2,1,2,2,FALSE
2227848,11,5,3,3,TRUE
2227892,5,4,1,1,FALSE
2227967,4,1,1,1,FALSE
2227987,2,1,2,2,TRUE
2228021,2,1,2,2,TRUE
2228118,4,2,2,2,FALSE
2228128,3,1,2,2,TRUE
2228143,6,4,1,1,FALSE
22282,302,225,14,39,TRUE
2228295,5,1,1,1,TRUE
2228300,2,1,1,1,TRUE
2228311,2,1,1,1,TRUE
2228312,2,1,1,1,TRUE
2228336,2,1,12,15,FALSE
2228340,4,2,2,2,FALSE
2228401,2,1,1,1,TRUE
2228685,1,0,1,1,TRUE
2228713,2,0,5,5,TRUE
2228775,1,1,2,2,TRUE
2228783,6,1,2,2,TRUE
2228873,6,2,1,1,TRUE
2228889,2,1,2,2,TRUE
2228892,5,2,1,1,FALSE
2228898,7,2,2,2,FALSE
2228912,1,1,2,2,TRUE
2228941,14,6,1,1,TRUE
2228950,2,1,2,2,TRUE
2229115,1,0,2,2,FALSE
2229118,10,4,2,2,TRUE
2229199,2,1,2,2,TRUE
2229245,5,5,3,5,TRUE
2229254,1,0,1,1,TRUE
2229290,2,1,1,1,TRUE
2229303,7,6,1,1,TRUE
2229348,2,1,1,1,TRUE
2229350,3,1,1,2,TRUE
2229374,2,1,1,1,TRUE
2229394,2,1,1,1,TRUE
2229448,2,1,1,1,TRUE
2229493,5,1,1,1,TRUE
2229520,1,1,3,3,FALSE
2229648,2,1,1,2,FALSE
2229693,3,1,2,2,FALSE
2229699,8,6,1,1,TRUE
2229818,1,1,4,4,TRUE
2229849,3,1,2,2,TRUE
2230015,2,1,1,1,FALSE
2230016,9,3,2,2,TRUE
2230056,44,36,6,14,TRUE
2230143,4,3,3,3,TRUE
2230285,2,1,1,1,TRUE
2230567,5,4,1,2,FALSE
2230603,5,0,2,2,TRUE
2230708,16,11,1,2,TRUE
2230761,3,1,2,2,TRUE
2230834,21,3,1,1,TRUE
2230897,5,1,1,1,FALSE
2230948,14,4,1,1,TRUE
2230965,6,3,1,2,TRUE
2230992,1,1,1,1,FALSE
2231247,5,3,1,1,TRUE
2231507,3,0,1,5,TRUE
2231928,3,1,4,10,TRUE
22323049,0,0,1,1,FALSE
2232734,2,1,1,1,FALSE
2232826,2,1,1,1,TRUE
2233296,3,1,1,1,TRUE
2233396,2,1,1,1,TRUE
2233839,3,2,1,1,TRUE
2233994,2,1,2,2,FALSE
2234252,2,1,5,5,TRUE
2234255,12,9,3,3,TRUE
2234357,2,1,1,1,FALSE
2235115,11,5,3,3,TRUE
2235118,11,9,1,1,TRUE
2236094,2,1,1,1,TRUE
2236127,4,1,1,1,TRUE
2236847,1,0,1,1,FALSE
2237186,3,1,1,1,TRUE
2237383,2,1,2,2,TRUE
2237661,0,0,1,1,TRUE
2238029,5,4,1,1,TRUE
2238593,2,1,1,1,TRUE
2239475,5,1,1,1,TRUE
2239879,1,1,1,1,FALSE
2239921,3,3,5,84,TRUE
2240056,1,1,1,1,TRUE
2240097,10,7,1,1,FALSE
2241489,3,1,2,2,TRUE
2241583,5,3,1,1,TRUE
2241671,4,3,1,1,TRUE
22419074,0,0,3,3,TRUE
2243341,7,4,2,4,TRUE
2243889,3,1,1,2,FALSE
2244075,14,4,1,1,FALSE
2244336,6,5,1,1,TRUE
2246208,12,12,11,17,TRUE
2246308,2,1,1,1,TRUE
2246310,3,3,1,1,TRUE
2248365,4,2,1,1,TRUE
2248745,5,4,2,3,FALSE
2250731,11,5,1,2,TRUE
225113,1,0,1,1,TRUE
225189,9,5,3,3,TRUE
2252090,3,1,1,1,TRUE
2253857,4,3,1,1,FALSE
2255211,8,2,1,1,FALSE
2255751,5,3,1,1,TRUE
2256019,16,15,2,5,FALSE
2256047,3,2,4,4,TRUE
2258443,1,1,1,1,TRUE
2261928,1,0,2,2,TRUE
2263701,15,9,1,1,TRUE
2265634,1,0,1,1,TRUE
226688,4,0,4,5,FALSE
226789,18,13,33,38,TRUE
2268414,1,0,3,3,TRUE
226852,2,2,1,2,TRUE
22691507,0,0,5,7,FALSE
22692601,0,0,11,14,FALSE
22696138,0,0,11,14,FALSE
22698440,0,0,6,9,FALSE
22701782,0,0,2,2,FALSE
2271584,1,0,1,1,FALSE
2272357,15,12,9,12,TRUE
227316,160,147,5,8,TRUE
22747175,0,0,2,4,FALSE
227513,209,124,28,33,TRUE
22752354,0,0,4,4,TRUE
2276038,3,0,2,2,TRUE
227689,30,23,3,4,FALSE
22785835,0,0,9,13,FALSE
22794009,0,0,5,7,FALSE
227956,1,1,1,1,TRUE
22796779,0,0,7,9,FALSE
22798947,0,0,5,7,FALSE
22804883,0,0,5,8,FALSE
2280765,2,1,1,1,FALSE
228107,2,2,1,1,FALSE
2286884,4,3,2,6,TRUE
2288051,2,0,2,2,FALSE
228957,1,1,2,2,FALSE
2291403,9,10,1,1,FALSE
229175,7,3,2,2,TRUE
2293689,2,0,1,1,TRUE
2293763,1,0,1,1,TRUE
2294626,0,0,1,1,TRUE
229687,1,1,1,1,TRUE
2298473,1,0,1,1,TRUE
2300821,1,0,4,4,FALSE
2301051,2,2,1,1,TRUE
2301079,1,1,1,1,TRUE
2301870,1,0,1,1,FALSE
2305301,3,0,3,3,TRUE
2306411,1,0,4,4,FALSE
2308839,0,0,1,1,TRUE
2309367,7,7,1,3,TRUE
2309565,0,0,1,1,FALSE
231053,11,6,3,3,TRUE
2311366,1,0,6,6,FALSE
2312273,1,0,1,1,TRUE
231354,67,20,13,43,TRUE
23152129,1,0,1,1,FALSE
2316964,1,0,2,2,FALSE
2318766,1,0,3,3,TRUE
2319183,1,0,2,2,TRUE
232178,18,8,1,1,TRUE
2322203,4,1,3,3,FALSE
2323806,2,2,7,7,TRUE
2326026,2,1,2,2,FALSE
2326365,0,0,2,2,FALSE
232776,110,87,43,44,TRUE
2328073,5,0,2,2,TRUE
2328839,1,0,4,4,FALSE
23297204,1,1,1,1,TRUE
2330749,2,0,2,2,TRUE
23320,1680,1281,54,76,TRUE
2334584,1,0,2,2,FALSE
233705,5,5,3,5,TRUE
2340487,9,8,2,2,TRUE
234526,398,293,64,241,TRUE
23471005,21,2,4,4,TRUE
2347283,3,1,1,1,TRUE
2347344,9,0,5,5,TRUE
2347355,1,0,1,1,FALSE
2347380,1,0,1,1,FALSE
2347516,2,0,1,1,FALSE
2347517,4,0,2,2,TRUE
2347536,1,0,1,1,TRUE
2347570,3,0,2,2,TRUE
2347630,5,2,4,4,TRUE
2347676,1,0,1,1,FALSE
2347772,4,1,2,2,TRUE
2347783,3,0,2,2,FALSE
2347791,2,0,1,1,TRUE
2347838,4,0,2,2,FALSE
2347858,3,0,2,2,FALSE
2347860,1,0,2,2,FALSE
2347868,3,0,2,2,FALSE
2347875,4,0,2,2,FALSE
2347883,3,0,3,3,TRUE
2347893,3,0,2,2,FALSE
2347926,3,0,2,2,FALSE
2347946,3,0,1,1,TRUE
2347970,3,0,2,2,TRUE
2347999,7,2,4,4,TRUE
2348008,1,0,2,2,FALSE
2348032,1,0,1,1,TRUE
2348043,3,0,2,2,FALSE
2348044,0,0,2,2,FALSE
2348077,3,0,2,2,TRUE
2348123,5,2,2,2,FALSE
2348130,3,0,2,2,TRUE
2348184,3,0,4,4,TRUE
2348235,4,0,2,2,FALSE
2348258,1,0,2,2,TRUE
2348350,2,0,3,3,FALSE
2348395,5,0,2,2,TRUE
2348412,3,0,2,2,TRUE
2348432,4,1,2,2,TRUE
2348479,1,0,2,2,TRUE
234860,153,68,7,7,TRUE
2348613,4,0,2,2,FALSE
2348714,4,0,2,2,FALSE
2348905,5,0,3,3,FALSE
2348910,3,0,3,3,TRUE
2348952,7,3,2,2,TRUE
2349077,1,0,2,2,TRUE
2349237,3,4,2,2,TRUE
2349284,3,0,1,1,TRUE
23496897,0,0,5,6,FALSE
2349752,33,5,2,2,TRUE
2349857,2,0,2,2,FALSE
2350112,5,0,2,2,FALSE
2350567,2,0,3,3,TRUE
23523580,0,0,2,2,TRUE
235275,11,7,3,4,TRUE
23530197,12,0,5,5,FALSE
2354907,0,0,1,1,TRUE
235574,28,19,2,2,TRUE
235826,5,2,2,3,TRUE
235928,10,4,3,3,TRUE
2365293,1,0,2,2,TRUE
236667,201,152,23,27,TRUE
2367007,567,472,79,96,TRUE
236716,1,2,1,1,FALSE
2370677,3,0,2,2,TRUE
23783,115,92,5,8,TRUE
237883,15,0,13,13,TRUE
2383486,0,0,1,51,TRUE
238689,4,2,3,3,FALSE
238694,37,33,11,17,TRUE
2390505,15,12,1,1,TRUE
2394654,9,8,1,2,TRUE
23955917,1,1,1,1,FALSE
23977067,0,0,1,19,FALSE
23982703,0,0,1,1,FALSE
23983971,0,0,2,2,FALSE
2404399,8,3,3,3,TRUE
2406884,3,3,1,1,TRUE
2409391,1,2,1,1,TRUE
